Unnamed: 0,Brand,Model,YOM,Engine (cc),Gear,Fuel Type,Millage(KM),Town,Date,Leasing,Condition,AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW,Price
0,AUDI,A1,2016,990,Automatic,Petrol,99000,Gampaha,2/5/2025,No Leasing,USED,Available,Available,Available,Available,100
1,AUDI,A1,2017,1000,Automatic,Petrol,88000,Colombo,1/14/2025,No Leasing,USED,Available,Available,Available,Available,97
2,AUDI,A1,2018,1000,Automatic,Petrol,77000,Dehiwala-Mount-Lavinia,1/23/2025,No Leasing,USED,Available,Available,Available,Available,98.5
3,AUDI,A1,2017,1000,Automatic,Petrol,88000,Negombo,12/21/2024,No Leasing,USED,Available,Available,Available,Available,107
4,AUDI,A1,2017,1000,Automatic,Petrol,88000,Colombo,12/21/2024,No Leasing,USED,Available,Available,Available,Available,99.5
5,AUDI,A1,2018,1500,Automatic,Petrol,77000,Colombo,12/16/2024,No Leasing,USED,Available,Available,Available,Available,91.375
6,AUDI,A1,2017,1000,Automatic,Petrol,88000,Matara,12/11/2024,No Leasing,USED,Available,Available,Available,Available,104
7,AUDI,A1 RS,2016,1000,Automatic,Petrol,99000,Colombo,1/19/2025,No Leasing,USED,Available,Available,Available,Available,105
8,AUDI,A3,2018,1000,Automatic,Petrol,77000,Nugegoda,2/5/2025,No Leasing,USED,Available,Available,Available,Available,139
9,AUDI,A3,2018,1750,Automatic,Petrol,77000,Gampaha,1/31/2025,No Leasing,USED,Available,Available,Available,Available,139
10,AUDI,A3,2018,1000,Automatic,Petrol,77000,Anuradapura,1/23/2025,No Leasing,USED,Available,Available,Available,Available,139
11,AUDI,A3,2018,1000,Automatic,Petrol,77000,Kandy,1/20/2025,No Leasing,USED,Available,Available,Available,Available,139
12,AUDI,A3 S LINE,2018,1000,Automatic,Petrol,77000,Colombo,1/19/2025,No Leasing,USED,Available,Available,Available,Available,178
13,AUDI,A3 S LINE,2018,1000,Automatic,Petrol,77000,Colombo,12/13/2024,No Leasing,USED,Available,Available,Available,Available,178
14,AUDI,A3 S-LINE,2018,999,Automatic,Petrol,77000,Ambalangoda,12/24/2024,No Leasing,USED,Available,Available,Available,Available,145
15,AUDI,A3 SPORTBACK,,1000,Automatic,,88000,Battaramulla,2/1/2025,No Leasing,USED,Available,Available,Not_Available,Available,125
16,AUDI,A3 SPORTBACK,2017,1000,Automatic,Petrol,88000,Colombo,1/31/2025,No Leasing,USED,Available,Available,Available,Available,142.5
17,AUDI,A3 SPORTBACK,2017,1000,Automatic,Petrol,88000,Battaramulla,1/3/2025,,USED,Available,Available,Available,Available,165
18,AUDI,A3 TFSI,2018,1000,Automatic,Petrol,77000,Colombo,1/16/2025,No Leasing,USED,Available,Available,Available,Available,149.5
19,AUDI,A3 TFSI,2015,1899,Automatic,Petrol,110000,Nittambuwa,12/10/2024,No Leasing,USED,Available,Available,Available,Available,159
20,AUDI,A3 TFSI,2015,1500,Automatic,Petrol,110000,Nittambuwa,12/9/2024,No Leasing,USED,Available,Available,Available,Available,159
21,AUDI,A4,2001,1900,Manual,Diesel,264000,Piliyandala,2/4/2025,No Leasing,USED,Available,Available,Available,Available,38.8
22,AUDI,A4,2010,1800,Automatic,Petrol,165000,Kotte,2/3/2025,No Leasing,USED,Available,Available,Available,Available,118
23,AUDI,A4,2019,1400,Automatic,Petrol,66000,Battaramulla,1/29/2025,No Leasing,USED,Available,Available,Available,Available,225
24,AUDI,A4,2011,2000,Automatic,Petrol,154000,Colombo,1/18/2025,Ongoing Lease,USED,Available,Available,,Available,125
25,AUDI,A4,2012,2000,Automatic,Diesel,143000,Kandana,1/15/2025,No Leasing,USED,Available,Available,Available,Available,169
26,AUDI,A4,1999,1900,Manual,Diesel,286000,Anuradapura,1/9/2025,No Leasing,USED,Available,Available,Available,Available,31.5
27,AUDI,A4,2003,1800,Automatic,Petrol,242000,Moratuwa,1/6/2025,No Leasing,USED,Available,Available,Available,Available,53.6
28,AUDI,A4,2011,2000,Automatic,Diesel,154000,Colombo,1/27/2025,No Leasing,USED,Available,Available,Not_Available,Available,108
29,AUDI,A4,2012,1800,Automatic,Petrol,143000,Wattala,1/21/2025,No Leasing,USED,Available,Available,Available,Available,139
30,AUDI,A4,2016,2000,Automatic,Petrol,99000,Kiribathgoda,1/21/2025,No Leasing,USED,Available,Available,Available,Available,210
31,AUDI,A4,2011,2000,Automatic,Diesel,154000,Kegalle,12/28/2024,No Leasing,USED,Available,Available,Available,Available,116.5
32,AUDI,A4,2010,1800,Automatic,,165000,Gampaha,12/26/2024,No Leasing,USED,Available,Available,Available,Available,100
33,AUDI,A4,2012,1800,Automatic,Petrol,143000,Colombo,12/22/2024,No Leasing,USED,Available,Available,Available,Not_Available,145
34,AUDI,A4,2012,1800,Automatic,Petrol,143000,Homagama,12/15/2024,No Leasing,USED,Available,Available,Available,Available,155
35,AUDI,A4 1.9 TDI,2001,1900,Manual,Diesel,264000,Kotte,1/16/2025,No Leasing,USED,Available,Available,Available,Available,5
36,AUDI,A4 B8,2011,1800,Automatic,Petrol,154000,Weligama,1/25/2025,No Leasing,USED,Available,Available,Available,Available,112
37,AUDI,A4 RS4 CONVERSION,2012,1800,Automatic,Petrol,143000,Kegalle,12/10/2024,No Leasing,USED,Available,Available,Available,Available,140
38,AUDI,A4 S LINE,2016,1600,Automatic,Petrol,99000,Colombo,1/30/2025,No Leasing,USED,Available,Available,Available,Available,215
39,AUDI,A4 S LINE,2010,-1800,Automatic,Petrol,165000,,1/10/2025,No Leasing,USED,Available,Available,Available,Available,102
40,AUDI,A5,2018,1400,Automatic,Petrol,77000,Colombo,12/13/2024,No Leasing,USED,Available,Available,Available,Available,316.5
41,AUDI,A5,2014,2000,Automatic,Petrol,121000,Colombo,12/13/2024,No Leasing,USED,Available,Available,Available,Available,220
42,AUDI,A6,2011,2000,Automatic,Petrol,154000,Nugegoda,2/3/2025,No Leasing,USED,Available,Available,Available,Available,114.9
43,AUDI,A6,2013,2000,Automatic,Petrol,132000,Colombo,2/1/2025,No Leasing,USED,Available,Available,Available,Available,180
44,AUDI,A6,2012,-2000,Automatic,Petrol,143000,Nugegoda,1/30/2025,No Leasing,USED,Available,Available,Available,Available,149
45,AUDI,A6,2013,2000,Automatic,Diesel,132000,Ratnapura,1/5/2025,No Leasing,USED,Available,Available,Available,Available,180
46,AUDI,A6,2001,1900,Manual,Diesel,264000,Hambantota,1/27/2025,No Leasing,USED,Available,Available,Available,Available,48
47,AUDI,A6,2013,2000,Automatic,Petrol,132000,Gampaha,12/31/2024,No Leasing,USED,Available,Available,Available,Available,180
48,AUDI,A6,2003,-2000,Manual,Diesel,242000,Colombo,12/27/2024,No Leasing,USED,Available,Available,Available,Available,48.5
49,AUDI,A6 S LINE,2010,-2000,Automatic,Petrol,165000,Dehiwala-Mount-Lavinia,2/1/2025,No Leasing,USED,Available,Available,Available,Available,117.5
50,AUDI,A6 S LINE,2016,1800,Automatic,Petrol,99000,,1/12/2025,No Leasing,USED,Available,Available,Available,Available,248
51,AUDI,A6 T1.8,2004,,Automatic,Petrol,231000,Nittambuwa,1/3/2025,No Leasing,USED,Available,Available,Available,Available,16.95
52,AUDI,A6 TFSI,2017,1800,Automatic,Petrol,88000,Moratuwa,1/24/2025,No Leasing,USED,Available,Available,Available,Available,256.5
53,AUDI,A8L,2013,3000,Automatic,Diesel,132000,Maharagama,1/3/2025,No Leasing,USED,Available,Available,Available,Available,25
54,AUDI,A8L,2013,3000,Automatic,Hybrid,132000,Colombo,12/31/2024,No Leasing,USED,Available,Available,Available,Available,25
55,AUDI,Q4,2024,1500,Automatic,Electric,11000,Gampola,1/12/2025,No Leasing,NEW,Available,Available,Available,Available,475
56,AUSTIN,CAMBRIDGE,1960,1500,Manual,Petrol,715000,Kuliyapitiya,12/28/2024,No Leasing,USED,Available,Available,Not_Available,Not_Available,12.75
57,AUSTIN,COOPER S,1998,1300,Automatic,Petrol,297000,Colombo,12/8/2024,No Leasing,USED,Available,Available,Not_Available,Not_Available,33.5
58,AUSTIN,MINI,1960,1300,Automatic,Petrol,715000,Colombo,12/29/2024,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,25
59,AUSTIN,MINI COOPER,1980,1300,Manual,,495000,Minuwangoda,2/5/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,21.5
60,AUSTIN,MINI COOPER,1969,1300,Automatic,Petrol,616000,Matara,2/3/2025,No Leasing,USED,Available,Available,Available,Available,24.9
61,AUSTIN,MINI COOPER,1969,1300,Manual,Petrol,616000,Gampaha,1/18/2025,No Leasing,USED,Available,Available,Not_Available,Not_Available,20.5
62,AUSTIN,MINI COOPER,1997,1300,Automatic,Petrol,308000,Kadawatha,1/15/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,30
63,AUSTIN,MINI COOPER,1995,1300,Manual,Petrol,330000,Horana,1/9/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,26.5
64,AUSTIN,MINI COOPER,1960,1300,Manual,Petrol,715000,Mawanella,1/9/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,22.95
65,AUSTIN,MINI COOPER,1969,1275,Manual,Petrol,616000,Ambalangoda,1/21/2025,,USED,Available,Not_Available,Not_Available,Not_Available,21
66,AUSTIN,MINI COOPER,1980,1300,Manual,Petrol,495000,Kandy,1/21/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,23
67,AUSTIN,MINI COOPER,1997,1300,Automatic,Petrol,308000,Kaduwela,1/19/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,30
68,AUSTIN,MINI COOPER,1997,1300,Automatic,Petrol,308000,Kadawatha,1/4/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,23
69,AUSTIN,MINI COOPER,1980,,Manual,Petrol,495000,Gampaha,12/23/2024,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,21.5
70,AUSTIN,MINI COOPER,1970,-1300,Manual,Petrol,605000,Kandy,12/11/2024,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,25.25
71,AUSTIN,MINI COOPER,1969,1300,Automatic,Petrol,616000,Matara,12/4/2024,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,28.5
72,AUSTIN,MORRIS MINI COOPER,1961,1275,Manual,Petrol,704000,Kandy,1/31/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,38
73,BAJAJ,QUTE,2019,1500,Manual,Petrol,66000,Kurunegala,2/4/2025,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,9.75
74,BAJAJ,QUTE,2018,1500,Manual,Petrol,77000,Nuwara-Eliya,2/2/2025,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,10.5
75,BAJAJ,QUTE,2018,1500,Manual,Petrol,77000,Nuwara-Eliya,2/2/2025,No Leasing,USED,Available,Available,Available,Not_Available,10.5
76,BAJAJ,QUTE,2019,1500,Manual,Petrol,66000,Colombo,1/14/2025,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,13.78125
77,BAJAJ,QUTE,2019,1500,Manual,,66000,Galle,12/15/2024,No Leasing,USED,Not_Available,Not_Available,Available,Not_Available,12.25
78,BAJAJ,QUTE,2019,1500,Manual,Petrol,66000,Mullaitivu,12/11/2024,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,10.5
79,BMW,116I,2013,1600,Automatic,Petrol,132000,Colombo,2/2/2025,,USED,Available,Available,Available,Available,160
80,BMW,316I,2014,1600,Automatic,Petrol,121000,Dehiwala-Mount-Lavinia,1/25/2025,No Leasing,USED,Available,Available,Available,Available,169
81,BMW,316I E30,1990,-1600,Manual,Petrol,385000,Kuliyapitiya,,No Leasing,USED,Available,Available,Available,Available,39
82,BMW,316I SPORTS,2015,1600,Automatic,Petrol,110000,Kottawa,1/23/2025,No Leasing,USED,Available,Available,Available,Available,178
83,BMW,318I,2017,1500,Automatic,Petrol,88000,Colombo,2/4/2025,No Leasing,USED,Available,Not_Available,Available,Available,220
84,BMW,318I,2016,1500,Automatic,Petrol,99000,Colombo,1/31/2025,No Leasing,USED,Available,Available,Available,Available,205
85,BMW,318I,2018,1500,Automatic,Petrol,77000,Nugegoda,1/27/2025,,USED,Available,Available,Available,Available,271.25
86,BMW,318I,2016,1500,Automatic,Petrol,99000,,1/3/2025,No Leasing,USED,Available,Available,Available,Available,210
87,BMW,318I LUXURY LINE,2018,1500,Automatic,Petrol,77000,Colombo,1/14/2025,No Leasing,USED,Available,Available,Available,Available,218.75
88,BMW,318I M SPORT,2018,1499,Automatic,Petrol,77000,Colombo,1/31/2025,No Leasing,USED,Available,Available,Available,Available,250
89,BMW,318I M SPORT,2018,1500,Automatic,Petrol,77000,Kesbewa,1/20/2025,No Leasing,USED,Available,Available,Available,Available,250
90,BMW,318I M SPORT AUSTRALIAN,2018,1500,Automatic,Petrol,77000,Nugegoda,1/30/2025,No Leasing,USED,Available,Available,Available,Available,280
91,BMW,318I M SPORT AUSTRALIAN,2018,1500,Automatic,Petrol,77000,Nugegoda,1/30/2025,No Leasing,USED,Available,Available,Available,Available,280
92,BMW,318I M SPORT SHADOW,2018,1500,Automatic,Petrol,77000,Boralesgamuwa,2/2/2025,No Leasing,USED,Available,Available,Available,Available,275
93,BMW,318I MSPORT,2017,1500,Automatic,Petrol,88000,Negombo,2/4/2025,No Leasing,USED,Available,Available,Available,Available,225
94,BMW,318I SHADOW EDITION,2018,1500,Automatic,Petrol,77000,Moratuwa,12/14/2024,No Leasing,USED,Available,Available,Available,Available,280
95,BMW,320D,2011,2000,Automatic,Diesel,154000,Colombo,1/14/2025,No Leasing,USED,Available,Available,Available,Available,295.75
96,BMW,320D,2000,,Manual,Diesel,275000,Kelaniya,1/27/2025,No Leasing,USED,Available,Available,Available,Available,54.5
97,BMW,320D,2011,2000,Automatic,Diesel,154000,Ja-Ela,1/21/2025,No Leasing,USED,Available,Available,Available,Available,119.5
98,BMW,320D,2013,2000,Automatic,Diesel,132000,Kurunegala,1/20/2025,No Leasing,USED,Available,Available,Available,Available,190
99,BMW,320D,2013,2000,Automatic,Diesel,132000,Colombo,12/22/2024,No Leasing,USED,Available,Available,Available,Available,180
100,BMW,320D SPORTS,2013,2000,Automatic,Diesel,132000,Kandy,2/5/2025,No Leasing,USED,Available,Available,Available,Available,179
101,BMW,320I,2007,-1990,Automatic,Petrol,198000,Gampaha,1/14/2025,No Leasing,USED,Available,Available,Available,Available,115
102,BMW,320I,2007,2000,Automatic,Petrol,198000,Ja-Ela,1/21/2025,No Leasing,USED,Available,Available,Available,Available,115
103,BMW,320I,2007,2000,Automatic,Petrol,198000,Galle,12/15/2024,No Leasing,USED,Available,Available,Available,Available,115
104,BMW,320I E90,2007,2000,Automatic,Petrol,198000,Ja-Ela,1/29/2025,No Leasing,USED,Available,Available,Available,Available,115
105,BMW,320I E90,2007,2000,Automatic,Petrol,198000,Ja-Ela,1/26/2025,No Leasing,USED,Available,Available,Available,Available,115
106,BMW,320I E90,2010,1997,Automatic,Petrol,165000,Gampaha,1/3/2025,No Leasing,USED,Available,Available,Available,Available,123.125
107,BMW,320I E90,2006,2000,Manual,Petrol,209000,Colombo,12/19/2024,No Leasing,USED,Available,Available,Available,Available,116
108,BMW,420D,2015,2000,Automatic,Diesel,110000,Colombo,1/29/2025,No Leasing,USED,Available,Available,Available,Available,350
109,BMW,430I GRAN COUPE,2017,2000,Automatic,Petrol,88000,Dehiwala-Mount-Lavinia,2/3/2025,No Leasing,USED,Available,Available,Available,Available,450
110,BMW,520,2012,2000,Automatic,Diesel,143000,Wennappuwa,1/10/2025,No Leasing,USED,Available,Available,Available,Available,228
111,BMW,520D,2012,1995,Automatic,Diesel,143000,Gampaha,2/5/2025,No Leasing,USED,Available,Available,Available,Available,245
112,BMW,520D,2012,1995,Automatic,Diesel,143000,Anuradapura,2/5/2025,No Leasing,USED,Available,Available,Available,Available,220
113,BMW,520D,2012,2000,Automatic,Diesel,143000,Kuliyapitiya,2/2/2025,No Leasing,USED,Available,Available,Available,Available,212
114,BMW,520D,2013,2000,Automatic,Diesel,132000,Dehiwala-Mount-Lavinia,2/2/2025,No Leasing,USED,Available,Available,Available,Available,264
115,BMW,520D,2012,1995,Automatic,Diesel,143000,Malabe,1/31/2025,No Leasing,USED,Available,Available,Available,Available,225
116,BMW,520D,2013,2000,Automatic,Diesel,132000,Colombo,1/28/2025,No Leasing,USED,Available,Available,Available,Available,264
117,BMW,520D,2015,2000,Automatic,Diesel,110000,Colombo,1/24/2025,,USED,Available,Available,Available,Available,330
118,BMW,520D,2012,2000,Automatic,Diesel,143000,Wattala,1/24/2025,No Leasing,USED,Available,Available,Available,Available,198
119,BMW,520D,2013,2000,Automatic,Diesel,132000,Battaramulla,1/5/2025,No Leasing,USED,Available,Available,Available,Available,258
120,BMW,520D,2012,2000,Automatic,Diesel,143000,Matara,12/25/2024,No Leasing,USED,Available,Available,Available,Available,220
121,BMW,520D,2013,2000,Automatic,Diesel,132000,Galle,12/18/2024,Ongoing Lease,USED,Available,Available,Available,Available,270
122,BMW,520D 3 OPTION,2013,2000,Automatic,Diesel,132000,Colombo,1/9/2025,No Leasing,USED,Available,Available,Available,Available,238
123,BMW,520D M SPORT,2015,2000,Automatic,Diesel,110000,Kandy,1/30/2025,No Leasing,USED,Available,Available,Available,Available,360
124,BMW,520D MSPORT,2012,1995,Automatic,Diesel,143000,Dankotuwa,2/3/2025,No Leasing,USED,Available,Available,Available,Available,218.00002
125,BMW,520I,2005,2000,Automatic,Petrol,220000,Kottawa,1/29/2025,No Leasing,USED,Available,Available,Available,Available,100
126,BMW,520I,2011,2000,Automatic,Petrol,154000,Welisara,1/17/2025,No Leasing,USED,Available,Available,Available,Available,178
127,BMW,520I,2011,2000,Automatic,Petrol,154000,Kegalle,12/7/2024,No Leasing,USED,Available,Available,Available,Available,175
128,BMW,525 E,1974,2000,Manual,Diesel,561000,Panadura,12/17/2024,No Leasing,USED,Available,Available,Available,Not_Available,14.5
129,BMW,530E,2017,1990,Automatic,Hybrid,88000,Colombo,2/4/2025,No Leasing,USED,Available,Available,Available,Available,364.5
130,BMW,530E,2017,1500,Automatic,Petrol,88000,Dehiwala-Mount-Lavinia,2/4/2025,No Leasing,USED,Available,Available,Available,Available,364.5
131,BMW,530E,2017,-2000,Automatic,Petrol,88000,Colombo,1/26/2025,No Leasing,USED,Available,Available,Available,Available,364.5
132,BMW,530E,2017,1500,Automatic,Petrol,88000,Kandy,1/21/2025,No Leasing,USED,Available,Available,Available,Available,364.5
133,BMW,530I M SPORT,2017,-2200,Automatic,Petrol,88000,Colombo,12/7/2024,No Leasing,USED,Available,Not_Available,Available,Available,460
134,BMW,535I,2011,3000,Automatic,Petrol,154000,Colombo,1/29/2025,No Leasing,USED,Available,Available,Available,Available,185
135,BMW,730 LI,2006,3000,Automatic,Petrol,209000,Kandy,1/21/2025,No Leasing,USED,Available,Available,Available,Available,175
136,BMW,730IL,2011,3000,Automatic,Petrol,154000,Colombo,12/4/2024,No Leasing,USED,Available,Available,Available,Available,275
137,BMW,730L ACTIVEHYBRID 7,2014,-3000,Automatic,Hybrid,121000,Colombo,1/18/2025,No Leasing,USED,Available,Available,Available,Available,285
138,BMW,740LE M SPORT,2016,2000,Automatic,Petrol,99000,Matale,1/16/2025,No Leasing,USED,Available,Available,Available,Available,575
139,BMW,DE90,2011,2000,Automatic,Diesel,154000,Homagama,1/28/2025,No Leasing,USED,Available,Available,Available,Available,127
140,BMW,E 30,1988,1800,Manual,Petrol,407000,Polonnaruwa,2/3/2025,No Leasing,USED,Available,Available,Available,Available,28.5
141,BMW,E 36 318I,1993,1800,Manual,Petrol,352000,Hambantota,1/23/2025,Ongoing Lease,USED,Available,Available,Available,Available,45
142,BMW,E30 316I,1991,1590,Manual,Petrol,374000,Horana,2/1/2025,No Leasing,USED,Available,Available,Not_Available,Not_Available,18
143,BMW,E34,1990,1796,Manual,Petrol,385000,Gampaha,12/10/2024,No Leasing,USED,Available,Available,Available,Available,29.5
144,BMW,E39,2002,2500,Automatic,Petrol,253000,Colombo,2/1/2025,No Leasing,USED,Available,Available,Available,Available,85
145,BMW,E46 318I,2002,-1980,Manual,Petrol,253000,Kandy,1/23/2025,No Leasing,USED,Available,Available,Available,Available,65
146,BMW,E46 320D,2000,2500,Manual,Diesel,275000,Homagama,1/31/2025,No Leasing,USED,Available,Available,Available,Available,62.5
147,BMW,E60 530I,2004,3000,Automatic,,231000,Dehiwala-Mount-Lavinia,12/5/2024,No Leasing,USED,Available,Available,Available,Available,95
148,BMW,G30 530I,2017,2000,Automatic,Petrol,88000,Colombo,1/30/2025,No Leasing,USED,Available,Available,Available,Available,380
149,BMW,I3 REX,2016,650,Automatic,Hybrid,99000,Piliyandala,2/4/2025,No Leasing,USED,Available,Available,Available,Available,167
150,BMW,I3 REX,2016,650,Automatic,Hybrid,99000,Piliyandala,1/4/2025,No Leasing,USED,Available,Available,Available,Available,167
151,BMW,I8 COUPE,2018,2990,Automatic,Hybrid,77000,Kurunegala,2/2/2025,No Leasing,USED,Available,Available,Available,Available,349
152,BMW,LUXURY LINE,2017,1500,Automatic,,88000,Colombo,12/20/2024,No Leasing,USED,Available,Available,Available,Available,225
153,BMW,M SPORT,2018,2000,Automatic,Petrol,77000,Moratuwa,1/14/2025,No Leasing,USED,Available,Available,Available,Available,425
154,BMW,M2351,2014,3000,Automatic,Petrol,121000,Dehiwala-Mount-Lavinia,12/21/2024,No Leasing,USED,Available,Available,Not_Available,Available,355
155,BMW,M5 4400,2012,4400,Automatic,Petrol,143000,Colombo,1/17/2025,No Leasing,USED,Available,Available,Available,Available,350
156,BMW,MINI COOPER,2020,1200,Automatic,Petrol,55000,,1/5/2025,No Leasing,USED,Available,Available,Available,Available,149.5
157,BMW,MINI COOPER S,2007,1590,Automatic,Petrol,198000,Wattala,12/17/2024,No Leasing,USED,Available,Available,Available,Available,89.5
158,BMW,MINI COORPER,2015,1600,Manual,Petrol,110000,Mawanella,2/3/2025,No Leasing,USED,Available,Available,Available,Available,105
159,BYD,SEAL,2024,1500,Automatic,Electric,11000,Dehiwala-Mount-Lavinia,2/5/2025,No Leasing,NEW,Available,Available,Available,Available,394.5
160,CHERY,CHERY,2015,1000,Manual,Petrol,110000,Chilaw,1/30/2025,No Leasing,USED,Available,Available,Available,Available,31.5
161,CHERY,QQ,2009,800,Manual,Petrol,176000,Anuradapura,2/5/2025,No Leasing,USED,Not_Available,Available,Available,Available,12.75
162,CHERY,QQ,2006,812,Automatic,Petrol,209000,Homagama,2/5/2025,No Leasing,USED,Available,Available,Available,Available,11.3
163,CHERY,QQ,2011,798,Manual,Petrol,154000,Nittambuwa,2/5/2025,Ongoing Lease,USED,Available,Available,Available,Available,12.0375
164,CHERY,QQ,2010,812,Automatic,Petrol,165000,Colombo,2/5/2025,No Leasing,USED,Available,Available,Not_Available,Not_Available,18.375
165,CHERY,QQ,2006,800,Manual,,209000,Kurunegala,2/5/2025,No Leasing,USED,Available,Available,Available,Available,11.3
166,CHERY,QQ,2007,812,Manual,Petrol,198000,Kalutara,2/4/2025,No Leasing,USED,Available,Available,Available,Available,12.6
167,CHERY,QQ,2007,812,Manual,Petrol,198000,Kalutara,2/4/2025,No Leasing,USED,Available,Available,Available,Available,13.65
168,CHERY,QQ,2006,800,Manual,Petrol,209000,Gampaha,2/3/2025,No Leasing,USED,Available,Available,Available,Available,12.25
169,CHERY,QQ,2011,812,Manual,Petrol,154000,Malabe,2/3/2025,No Leasing,USED,Available,Available,Available,Available,14.9
170,CHERY,QQ,2006,800,Manual,Petrol,209000,Anuradapura,2/1/2025,No Leasing,USED,Not_Available,Available,Available,Available,13.2
171,CHERY,QQ,2006,798,Manual,Petrol,209000,Kurunegala,2/1/2025,No Leasing,USED,Available,Available,Not_Available,Available,11.3
172,CHERY,QQ,2006,800,Manual,Petrol,209000,Galle,2/1/2025,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,9.5
173,CHERY,QQ,2006,800,Manual,Petrol,209000,Kandy,1/31/2025,Ongoing Lease,USED,Available,Available,Available,Available,8.575
174,CHERY,QQ,2011,800,Manual,Petrol,154000,Kaduwela,1/29/2025,No Leasing,USED,Available,Available,Not_Available,Available,15.5
175,CHERY,QQ,2006,800,Manual,Petrol,209000,Kalutara,1/17/2025,No Leasing,USED,Not_Available,Available,Not_Available,Available,11.75
176,CHERY,QQ,2006,800,Manual,Petrol,209000,Galle,1/14/2025,No Leasing,USED,Available,Available,Available,Available,11
177,CHERY,QQ,2007,800,Manual,Petrol,198000,Badulla,1/7/2025,No Leasing,USED,Available,Available,Available,Available,14
178,CHERY,QQ,2008,800,Manual,Petrol,187000,Ampara,1/7/2025,No Leasing,USED,Available,Available,Available,Available,14.5
179,CHERY,QQ,2012,800,Manual,Petrol,143000,Kurunegala,1/7/2025,No Leasing,USED,Available,Available,Available,Available,15.75
180,CHERY,QQ,2008,800,Automatic,Petrol,187000,Horana,1/27/2025,Ongoing Lease,USED,Available,Available,Available,Available,14.5
181,CHERY,QQ,2011,800,Manual,Petrol,154000,Moratuwa,1/25/2025,No Leasing,USED,Available,Available,Available,Available,8.575
182,CHERY,QQ,2007,800,Manual,Petrol,198000,Polonnaruwa,1/20/2025,No Leasing,USED,Available,Available,Available,Available,16.75
183,CHERY,QQ,2006,800,Manual,Petrol,209000,Gampaha,1/19/2025,No Leasing,USED,Available,Available,Available,Available,12.25
184,CHERY,QQ,2007,800,Manual,Petrol,198000,Minuwangoda,1/19/2025,No Leasing,USED,Available,Available,Available,Available,12.5
185,CHERY,QQ,2007,800,Manual,Petrol,198000,Dompe,1/5/2025,No Leasing,USED,Available,Available,Available,Available,12.85
186,CHERY,QQ,2008,798,Manual,Petrol,187000,Boralesgamuwa,1/5/2025,No Leasing,USED,Not_Available,Available,Available,Available,18.375
187,CHERY,QQ,2007,,Manual,Petrol,198000,Hatton,12/26/2024,No Leasing,USED,Available,Available,Available,Available,12.6
188,CHERY,QQ,2012,800,Manual,Petrol,143000,Gampaha,12/21/2024,No Leasing,USED,Available,Available,Available,Available,14.2
189,CHERY,QQ,2006,812,Manual,Petrol,209000,Mirigama,12/21/2024,No Leasing,USED,Available,Available,Available,Available,12.25
190,CHERY,QQ,2007,800,Manual,Petrol,198000,Kandy,12/21/2024,No Leasing,USED,Available,Available,Available,Available,13.48
191,CHERY,QQ,2017,800,Manual,Petrol,88000,Kadawatha,,No Leasing,USED,Available,Available,Available,Available,17.95
192,CHERY,QQ,2007,800,Manual,Petrol,198000,Gampola,12/20/2024,No Leasing,USED,Available,Available,Available,Available,12.85
193,CHERY,QQ,2009,798,Manual,Petrol,176000,Polonnaruwa,12/17/2024,No Leasing,USED,Available,Available,Available,Available,12.4
194,CHERY,QQ,2009,800,Manual,Petrol,176000,Matara,12/16/2024,No Leasing,USED,Available,Available,Available,Available,14.95
195,CHERY,QQ,2011,800,Manual,Petrol,154000,Bandarawela,12/13/2024,No Leasing,USED,Available,Available,Not_Available,Available,13.85
196,CHERY,QQ,2010,670,Manual,Petrol,165000,Gampaha,12/10/2024,No Leasing,USED,Not_Available,Not_Available,Available,Available,18.375
197,CHERY,QQ,2007,800,Manual,Petrol,198000,Beruwala,12/9/2024,No Leasing,USED,Available,Available,Available,Not_Available,12.5
198,CHERY,QQ,2007,800,Manual,Petrol,198000,Warakapola,12/5/2024,No Leasing,USED,Available,Available,Available,Available,14.5
199,CHERY,QQ,2009,800,Manual,Petrol,176000,Hanwella,12/4/2024,No Leasing,USED,Available,Available,Available,Available,15
200,CHERY,QQ 308,2007,800,Manual,Petrol,198000,Badulla,1/16/2025,No Leasing,USED,Available,Available,Available,Available,13
